sonde,symbol
cg16261871,PDE4D
cg16263180,PCDHGA1
cg16264466,UBE2D2
cg16265906,CDO1
cg16267343,NPR3
cg16268429,C5orf33
cg16271912,TAF9
cg16271912,RAD17
cg16272710,OSMR
cg16272868,DDX46
cg16274061,SAP30L
cg16274199,LOX
cg16280141,HTR1A
cg16280683,IPO11
cg16280705,TSLP
cg16281534,BASP1
cg16281600,GRIA1
cg16282383,RAI14
cg16288993,ZCCHC9
cg16290399,TAF9
cg16290399,RAD17
cg16292016,GHR
cg16297030,AGXT2
cg16298264,MBLAC2
cg16298264,POLR3G
cg16298547,ELOVL7
cg16300681,OR2Y1
cg16305037,NUP155
cg16306043,EDIL3
cg16309944,CSNK1G3
cg16310774,C5orf44
cg16310774,TRIM23
cg16313910,SOX30
cg16315238,CNOT8
cg16316394,PCDHGB8P
cg16317273,EGFLAM
cg16317459,EBF1
cg16317718,RGMB
cg16317923,KCNMB1
cg16318053,ISL1
cg16320199,MCCC2
cg16322479,C5orf55
cg16322479,EXOC3
cg16322929,MATR3
cg16326367,LHFPL2
cg16332813,MGAT1
cg16335868,KCNIP1
cg16335926,NR3C1
cg16336751,SPEF2
cg16338178,LOC285627
cg16344026,PPARGC1B
cg16353851,ENC1
cg16354091,NME5
cg16355785,GABRA1
cg16358034,SNX18
cg16360310,CXXC5
cg16360372,SPINK1
cg16360861,RAI14
cg16361890,LTC4S
cg16365086,CCDC69
cg16370061,MIR1229
cg16370645,SH3RF2
cg16370856,GPBP1
cg16371341,GPBP1
cg16373966,NRG2
cg16375820,IL6ST
cg16380885,BASP1
cg16382322,ARAP3
cg16384588,FGF10
cg16391973,UBLCP1
cg16393893,NRG2
cg16397620,UBTD2
cg16397884,CCNI2
cg16398128,ZNF622
cg16400488,IL6ST
cg16400492,PCDHAC1
cg16400798,EGFLAM
cg16400903,TPPP
cg16401290,MSH3
cg16404898,GABRA6
cg16405078,ATOX1
cg16415875,TIMD4
cg16417447,MAT2B
cg16419724,MARVELD2
cg16420798,STK32A
cg16421589,PANK3
cg16424138,FAM105A
cg16424683,N4BP3
cg16429070,PDGFRB
cg16430072,KCNN2
cg16431436,VCAN
cg16431963,NSUN2
cg16434306,C5orf23
cg16434546,SDCCAG10
cg16435062,RASGEF1C
cg16435923,PCDHGA5
cg16438358,TCERG1
cg16438397,AP3B1
cg16439948,C5orf13
cg16440442,SYNPO
cg16443866,STC2
cg16443977,SEMA6A
cg16446824,SEMA6A
cg16448525,FLJ42709
cg16448525,NR2F1
cg16449302,PJA2
cg16451027,APC
cg16452756,C5orf41
cg16453007,TSPAN17
cg16453206,NIPBL
cg16453665,TTC23L
cg16454588,PCDHB2
cg16456337,DCP2
cg16457196,DDX41
cg16457489,MARCH3
cg16457797,PFN3
cg16460727,CPLX2
cg16462183,ESM1
cg16463100,PFN3
cg16463745,MAT2B
cg16464045,TICAM2
cg16465129,CSF2
cg16469258,SLC12A2
cg16469258,FLJ33630
cg16470576,HIGD2A
cg16470576,NOP16
cg16470655,ZNF354A
cg16477187,PPIC
cg16477662,SEMA5A
cg16478236,MAP1B
cg16481008,APC
cg16482729,C5orf24
cg16485558,RNF180
cg16485800,POU5F2
cg16487101,C5orf51
cg16490874,PDLIM7
cg16492211,CSF1R
cg16492226,HAPLN1
cg16492597,VDAC1
cg16496928,CENPH
cg16500054,PCDH1
cg16503924,CDH18
cg16505764,PCDHGA7
cg16507933,UBLCP1
cg16508480,ADAMTS16
cg16509658,GABRB2
cg16510128,CCDC152
cg16513905,ETF1
cg16514615,RASGEF1C
cg16519118,JMY
cg16532438,TMEM173
cg16532600,HAND1
cg16535891,PANK3
cg16536329,ZNF454
cg16536718,FGF10
cg16537383,RIOK2
cg16539675,RNASEN
cg16539675,C5orf22
cg16540036,TMCO6
cg16540442,DND1
cg16542392,ATG12
cg16542392,AP3S1
cg16545105,CRHBP
cg16545743,IL3
cg16546054,FABP6
cg16546703,ARSI
cg16550656,LRRC70
cg16551049,CCNH
cg16552437,C5orf32
cg16555806,TMEM167A
cg16555806,XRCC4
cg16556111,NR2F1
cg16559243,EGFLAM
cg16560309,ERBB2IP
cg16565692,CSF2
cg16568904,CEP120
cg16572603,PCDHGA3
cg16574737,PCDHGB1
cg16575104,CMBL
cg16577123,NDUFA2
cg16577123,IK
cg16577540,PFDN1
cg16578742,SPEF2
cg16578938,MIR1229
cg16579158,PCDHGA2
cg16581199,TSSK1B
cg16582174,CLINT1
cg16582978,NPM1
cg16583552,PCDHB7
cg16584092,SNORD96A
cg16584624,POLS
cg16587974,ZBED3
cg16590189,CPLX2
cg16591228,CD74
cg16592391,UBLCP1
cg16593646,PTCD2
cg16593646,MRPS27
cg16594581,PCDHB6
cg16596064,DMXL1
cg16597717,MBLAC2
cg16597717,POLR3G
cg16599698,AP3B1
cg16600634,FLJ42709
cg16600829,STC2
cg16600998,BOD1
cg16602369,ANKRD33B
cg16602806,FASTKD3
cg16602806,MTRR
cg16606067,RUFY1
cg16607685,PCDHA3
cg16609833,CCDC125
cg16609957,SHROOM1
cg16610086,SLC1A3
cg16615348,VTRNA1-1
cg16615357,MIR886
cg16616449,MXD3
cg16617774,PPP2R2B
cg16620526,LVRN
cg16620537,PCDHAC1
cg16621364,PCDHGA5
cg16621691,PRR16
cg16622906,PCDHB6
cg16624091,SDCCAG10
cg16624091,SFRS12IP1
cg16626280,ISOC1
cg16626420,PCDHGA4
cg16627309,GPX3
cg16628484,LOC153684
cg16632433,TRIM41
cg16632994,UBLCP1
cg16644338,RUFY1
cg16645133,TNFAIP8
cg16645907,LARP1
cg16646003,POLS
cg16646054,C5orf62
cg16653901,SKP1
cg16654732,FGF18
cg16656826,ADRA1B
cg16658460,ODZ2
cg16662989,LOC100268168
cg16662989,RPL26L1
cg16663344,NR2F1
cg16663497,PCDHB2
cg16664523,PIK3R1
cg16666560,MRPS27
cg16670809,ADAMTS16
cg16673106,ST8SIA4
cg16674484,NDST1
cg16674535,NNT
cg16675054,STK10
cg16677191,GLRX
cg16678032,C5orf55
cg16678032,EXOC3
cg16684117,MIR143
cg16684668,WDR55
cg16684811,LHFPL2
cg16691593,OTP
cg16694231,ATP6AP1L
cg16695999,MIR1974
cg16695999,C5orf36
cg16698583,SIL1
cg16699331,SLC25A46
cg16699715,FLJ41603
cg16700673,SLC22A4
cg16702713,DMXL1
cg16703956,SLC6A3
cg16706629,C5orf36
cg16706629,ANKRD32
cg16707405,CDO1
cg16711694,RAI14
cg16738336,DHX29
cg16738336,SKIV2L2
cg16738971,ALDH7A1
cg16746462,LNPEP
cg16749247,FLJ41603
cg16752652,SLC12A2
cg16752652,FLJ33630
cg16773899,EDIL3
cg16775599,WDR55
cg16776717,JAKMIP2
cg16786458,PPARGC1B
cg16793150,PTCD2
cg16793150,MRPS27
cg16794882,PMCHL2
cg16802646,WWC1
cg16843423,SLC6A7
cg16884363,C5orf33
cg16928795,NDUFAF2
cg16928795,ERCC8
cg16935370,KIF4B
cg16949889,DND1
cg16956456,C5orf41
cg16957313,DUSP1
cg16970232,APC
cg16970804,LOC153684
cg16971831,MAP3K1
cg16982077,ECSCR
cg16983159,TMEM173
cg16987900,PCDHA6
cg16993440,ZCCHC9
cg16995983,NR2F1
cg16997488,PELO
cg16997488,ITGA1
cg17000899,BASP1
cg17002645,POLS
cg17004840,DIAPH1
cg17007628,PCDHB12
cg17008960,HNRNPA0
cg17009297,EBF1
cg17010657,PHAX
cg17011276,PCDHGB7
cg17019292,MARVELD2
cg17020834,GRIA1
cg17022953,PCDHGB5
cg17023770,PCDHB15
cg17025142,FAM174A
cg17025275,SEPT8
cg17027138,ANKRD55
cg17030055,CDH10
cg17030173,MARCH11
cg17032533,RNF44
cg17033118,PPAP2A
cg17033118,RNF138P1
cg17033391,RELL2
cg17034082,MFAP3
cg17034082,FAM114A2
cg17035996,FAM159B
cg17036654,SLC12A2
cg17036654,FLJ33630
cg17037282,ISL1
cg17039519,ERBB2IP
cg17039936,MBLAC2
cg17039936,POLR3G
cg17044768,SPATA24
cg17045869,SUB1
cg17047981,PCDHB12
cg17048610,PCDHGB1
cg17048804,MAN2A1
cg17056132,CSF1R
cg17057127,POLK
cg17067942,TXNDC15
cg17076397,MARCH6
cg17077776,SLC25A46
cg17104870,MYO10
cg17108383,PCDHGC5
cg17111895,SLC22A4
cg17127769,LCP2
cg17156565,MSX2
cg17157872,TSLP
cg17166338,TERT
cg17175376,LARS
cg17178888,CCNJL
cg17200850,HRH2
cg17203840,TXNDC15
cg17204213,PRR16
cg17204510,UBE2D2
cg17208869,HEATR7B2
cg17209231,CMBL
cg17209428,REEP2
cg17212919,BASP1
cg17213304,BHMT2
cg17220584,HTR4
cg17225169,PJA2
cg17226602,KIF4B
cg17227466,PCDHGB3
cg17231906,CCDC112
cg17235179,CNOT8
cg17248924,TMEM232
cg17250440,LOC100129716
cg17251319,FAM134B
cg17253517,FAM172A
cg17259096,PCDHA5
cg17259298,RBM27
cg17259656,ABLIM3
cg17261508,GPX3
cg17269733,LOC153684
cg17269733,C5orf39
cg17274428,LSM11
cg17275074,TRPC7
cg17278770,KIAA1191
cg17278992,CCL28
cg17280299,CCNI2
cg17282910,LYSMD3
cg17283899,ANKRD33B
cg17284325,LNPEP
cg17287998,PDE4D
cg17288142,PCDHB4
cg17290897,GTF2H2D
cg17290897,GTF2H2C
cg17291590,MGC42105
cg17299451,LARS
cg17300966,PCDHB15
cg17304222,FLT4
cg17304262,HARS2
cg17304262,HARS
cg17306279,CXXC5
cg17306747,SLC6A3
cg17307280,DRD1
cg17311921,UIMC1
cg17315014,LRRTM2
cg17315833,RNF130
cg17315844,CCT5
cg17317280,OXCT1
cg17317391,UQCRQ
cg17317391,GDF9
cg17318297,RGS7BP
cg17323243,NDFIP1
cg17326173,PCDHA5
cg17329249,MAT2B
cg17329494,SGTB
cg17333036,UBE2D2
cg17333223,NSA2
cg17333223,GFM2
cg17333292,PRLR
cg17333768,FAM174A
cg17334359,MAT2B
cg17341345,CCNH
cg17342759,PPP2R2B
cg17343167,N4BP3
cg17347471,MOCS2
cg17347682,PCDHB11
cg17349515,PLEKHG4B
cg17351974,RPL37
cg17355169,H2AFY
cg17357161,IQGAP2
cg17357865,UBLCP1
cg17360650,LOC100268168
cg17364576,SLC36A1
cg17367996,LYRM7
cg17370163,RNF180
cg17378342,CDX1
cg17378563,PHF15
cg17381847,CCNG1
cg17382841,EGFLAM
cg17383727,GDNF
cg17383793,MOCS2
cg17386093,SLIT3
cg17389048,STARD4
cg17391928,SLC27A6
cg17392648,OCLN
cg17393458,FAM193B
cg17393572,HK3
cg17394996,AGGF1
cg17397493,PRLR
cg17398003,C5orf25
cg17398066,FAM172A
cg17399283,TSLP
cg17400634,APBB3
cg17400634,SLC35A4
cg17401282,GABRG2
cg17401635,DDX41
cg17402373,GRK6
cg17405000,IL31RA
cg17405853,HRH2
cg17407629,PAM
cg17408972,RAI14
cg17409276,ERCC8
cg17412405,FEM1C
cg17412886,ISL1
cg17416146,EIF4EBP3
cg17417198,AP3B1
cg17421097,PTGER4
cg17422836,UTP15
cg17422836,ANKRA2
cg17424602,SPATA24
cg17425484,KCNMB1
cg17425616,SNX2
cg17427102,RBM27
cg17429424,DUSP1
cg17430818,RBM27
cg17433294,NMUR2
cg17436861,DBN1
cg17437640,PCDHB7
cg17446142,UQCRQ
cg17446142,GDF9
cg17450307,COL4A3BP
cg17450307,POLK
cg17451176,PCDHGA5
cg17451404,OR2V2
cg17457528,DMXL1
cg17459023,PCDHA4
cg17462560,LHFPL2
cg17465305,OCLN
cg17465930,MATR3
cg17466946,MXD3
cg17467873,CMBL
cg17471836,TNFAIP8
cg17475304,FGFR4
cg17477893,ZCCHC9
cg17480669,RPL37
cg17482089,PCDHA11
cg17482712,SDHA
cg17482712,CCDC127
cg17483297,HRH2
cg17484237,HAVCR2
cg17487170,TCF7
cg17491117,PRR7
cg17491456,DAB2
cg17491560,FLJ33360
cg17492481,H2AFY
cg17493885,NSD1
cg17497066,AMACR
cg17497560,EFNA5
cg17507374,MGAT1
cg17508274,VDAC1
cg17508591,PCDHA7
cg17512474,CDX1
cg17512748,TCERG1
cg17514942,SUB1
cg17515773,PLK2
cg17518778,HARS2
cg17518778,HARS
cg17520550,SEMA5A
cg17520919,GCNT4
cg17522249,ERAP1
cg17522866,JAKMIP2
cg17523687,PCDH24
cg17523769,CDH18
cg17524250,C5orf24
cg17526741,MARCH3
cg17528648,OSMR
cg17533455,CDC42SE2
cg17533458,MIR2277
cg17533522,CDH12
cg17534070,MIR218-2
cg17542225,NUDCD2
cg17542225,HMMR
cg17543884,PCDHB4
cg17548054,CCDC99
cg17549121,CAMK4
cg17553881,C5orf55
cg17553881,EXOC3
cg17554716,NDUFS4
cg17555714,TNIP1
cg17557230,ZFYVE16
cg17557357,PCDHGB1
cg17558973,C5orf42
cg17559809,EDIL3
cg17561030,BTF3
cg17564775,FBN2
cg17568934,LHFPL2
cg17570188,SLC45A2
cg17571606,C1QTNF2
cg17573603,DCP2
cg17574857,FBXO38
cg17575087,CNOT8
cg17576266,MATR3
cg17576603,DAB2
cg17578539,HRH2
cg17585548,MAP3K1
cg17585889,PCDHB7
cg17587934,HNRNPAB
cg17588578,PCDHGA3
cg17593472,FGF1
cg17597639,SDHAP3
cg17602756,SQSTM1
cg17602776,RUFY1
cg17604181,ZBED3
cg17604181,SNORA47
cg17604407,TMEM161B
cg17606548,MAST4
cg17610734,RARS
cg17612948,WDR36
cg17614939,PCDHGA2
cg17617527,NR3C1
cg17617843,C1QTNF3
cg17617946,FEM1C
cg17621438,RNF180
cg17624673,PCDHB13
cg17625409,TNPO1
cg17629685,NDUFAF2
cg17629685,ERCC8
cg17629870,PLK2
cg17630392,NPR3
cg17631779,LARP1
cg17633683,SLC6A18
cg17638137,TCERG1
cg17639983,SIL1
cg17641279,NSUN2
cg17641279,SRD5A1
cg17647095,CCDC69
cg17647431,SFXN1
cg17648252,MAML1
cg17650028,SLC6A19
cg17652792,PCDHB16
cg17653368,ALDH7A1
cg17654660,RGS14
cg17668981,MATR3
cg17670013,GRAMD3
cg17674090,PELO
cg17674090,ITGA1
cg17679824,SGTB
cg17693374,PCDHGB2
cg17712694,MARCH11
cg17714794,BNIP1
cg17714828,LPCAT1
cg17719956,G3BP1
cg17720157,MGAT1
cg17723143,HTR4
cg17724054,RPS23
cg17729007,PCDHA11
cg17735043,LOC728411
cg17735593,PCDHB7
cg17741014,ACOT12
cg17741839,PCDHA10
cg17741986,ZNF454
cg17748122,CSNK1A1
cg17751569,CD180
cg17752088,HOMER1
cg17754909,C5orf56
cg17755888,FER
cg17760318,PCDHGA2
cg17760391,MAST4
cg17760571,NSA2
cg17760571,GFM2
cg17763019,PCDHB13
cg17765178,TMED7
cg17765178,TMED7-TICAM2
cg17767945,NPR3
cg17771652,VCAN
cg17772163,OCLN
cg17772342,NEUROG1
cg17777676,PCDHA4
cg17778434,ZMAT2
cg17783982,MEF2C
cg17785250,PCDHB7
cg17785781,GOLPH3
cg17788013,SPINK5
cg17788570,SNX24
cg17790372,GPBP1
cg17792315,RGNEF
cg17792876,KIAA0141
cg17800426,MYOZ3
cg17802144,STC2
cg17803175,PCSK1
cg17805072,GPRIN1
cg17809284,C5orf35
cg17809377,HK3
cg17811228,PSD2
cg17814596,TRIM7
cg17815891,SNORA13
cg17818912,OCLN
cg17819520,SNORA13
cg17823376,SH3RF2
cg17824391,PRELID2
cg17826428,BTNL8
cg17830167,PDZD2
cg17830308,NEUROG1
cg17833476,TLX3
cg17833980,MCCC2
cg17837526,ATP6V0E1
cg17839166,HSPB3
cg17839359,VCAN
cg17840719,ZNF454
cg17844160,ARL15
cg17845680,ARSB
cg17847520,CPLX2
cg17848407,FLJ44606
cg17852221,PCDHA13
cg17854544,RNF14
cg17856005,MIR145
cg17857974,PCDHGA11
cg17860174,SNX24
cg17860381,NR3C1
cg17861295,ZNF879
cg17861653,P4HA2
cg17865290,C5orf36
cg17867333,GRM6
cg17868778,IL31RA
cg17871537,HSD17B4
cg17871749,POU4F3
cg17873919,DDX46
cg17876308,CCNG1
cg17882028,HARS2
cg17882028,HARS
cg17919331,DCP2
cg17919667,FGFR4
cg17923945,FABP6
cg17927236,TMEM161B
cg17928584,STK32A
cg17933386,SSBP2
cg17940762,MARCH3
cg17940889,HDAC3
cg17940889,RELL2
cg17942573,MYO10
cg17944170,C5orf45
cg17946497,DUSP1
cg17951613,SLC22A5
cg17953141,ARSI
cg17954373,EIF4EBP3
cg17954695,NME5
cg17956926,TNIP1
cg17958315,FBN2
cg17960442,CAMK4
cg17967426,PANK3
cg17972013,SNORD123
cg17972013,SEMA5A
cg17972073,FAF2
cg17977043,BRD9
cg17977043,TRIP13
cg17977795,IL6ST
cg17981742,C5orf56
cg17982031,PCDHGB4
cg17983064,IL3
cg17987505,SQSTM1
cg17987968,GRIA1
cg17991919,RAD50
cg17996329,SNCB
cg17996329,EIF4E1B
cg18001714,ANKH
cg18004175,NDUFA2
cg18005222,SLC38A9
cg18007806,PROP1
cg18009496,IRX4
cg18009710,LARP1
cg18011946,SFRS12
cg18015622,LOC285627
cg18015985,LMAN2
cg18016826,NSD1
cg18019515,NR3C1
cg18020381,CCNG1
cg18021368,PCDHB5
cg18022362,IL6ST
cg18024167,HAPLN1
cg18027481,THG1L
cg18029306,DIAPH1
cg18029321,PCDHA9
cg18034294,SLC38A9
cg18036888,SIL1
cg18042806,AGXT2L2
cg18048975,KIAA0141
cg18049045,FCHO2
cg18049164,TSLP
cg18049676,N4BP3
cg18050722,PDCD6
cg18052823,PJA2
cg18053345,NUP155
cg18054674,PCDHGA6
cg18057723,POU5F2
cg18060185,TMEM171
cg18060909,ANXA6
cg18064071,BHMT
cg18068240,NR3C1
cg18068561,NNT
cg18072095,C5orf30
cg18073390,PCDHA1
cg18079534,LOC285627
cg18080903,RNF130
cg18082322,GRPEL2
cg18084215,PHAX
cg18087718,PPP2R2B
cg18089852,PDE8B
cg18090331,SEPT8
cg18097224,TCF7
cg18098750,TICAM2
cg18101367,POLS
cg18102575,HMP19
cg18104285,PIK3R1
cg18104870,FAM193B
cg18104919,C5orf49
cg18106582,SNX18
cg18106800,TTC37
cg18106800,ARSK
cg18109838,MEF2C
cg18110165,EMB
cg18110483,THBS4
cg18112295,RIOK2
cg18113151,LIFR
cg18115658,SLC23A1
cg18117367,PCDHA7
cg18118262,PCDHGA11
cg18121164,MCC
cg18121224,NSD1
cg18121355,GDNF
cg18121420,DUSP1
cg18123072,CSNK1G3
cg18123399,TMEM161B
cg18126247,SLC34A1
cg18129178,ABLIM3
cg18131724,RASGEF1C
cg18131851,PCDHB10
cg18134262,PCDHA13
cg18136932,C5orf49
cg18139347,F12
cg18140645,ADAMTS6
cg18144815,RAB3C
cg18144860,RAPGEF6
cg18145011,PHF15
cg18145047,TAF7
cg18146873,NR3C1
cg18148997,C5orf39
cg18150362,GIN1
cg18151987,FER
cg18156471,HAPLN1
cg18160072,GHR
cg18164784,PCDHGA7
cg18167218,TNFAIP8
cg18174928,LIFR
cg18175036,MAST4
cg18179305,CETN3
cg18181571,PELO
cg18181571,ITGA1
cg18182111,GDNF
cg18186081,SNCAIP
cg18188717,C5orf4
cg18188768,UBLCP1
cg18190187,DRD1
cg18192574,PPWD1
cg18192574,CENPK
cg18200270,DHFR
cg18200311,CAMLG
cg18204675,FLJ41603
cg18219951,GABRG2
cg18223117,CCDC69
cg18229134,FGFR4
cg18230493,C5orf35
cg18232832,UBE2D2
cg18233311,ZCCHC10
cg18233416,SPRY4
cg18233595,PRRC1
cg18237551,ZNF300
cg18237607,GDNF
cg18240496,SCAMP1
cg18240814,FBXL17
cg18245083,CCT5
cg18245083,FAM173B
cg18247650,PTCD2
cg18247650,MRPS27
cg18250916,CEP72
cg18251187,MIR874
cg18254147,ACSL6
cg18256387,PTCD2
cg18256387,MRPS27
cg18260397,C5orf4
cg18260973,SAR1B
cg18261223,NPR3
cg18262958,LMNB1
cg18263365,SPOCK1
cg18264728,DAB2
cg18273818,KIAA0947
cg18275539,CDK7
cg18278528,SYNPO
cg18281743,STC2
cg18282812,FEM1C
cg18283342,PCDHA10
cg18284650,FCHO2
cg18287975,MEF2C
cg18288193,MGAT1
cg18294646,RXFP3
cg18295152,LSM11
cg18295183,GABRG2
cg18295536,HNRNPA0
cg18297349,MGC29506
cg18297491,SNORD95
cg18297491,SNORD96A
cg18297751,PCDHGB7
cg18301423,PDLIM4
cg18307303,IL12B
cg18313790,PCDHB13
cg18315896,APC
cg18318560,P4HA2
cg18318639,MOCS2
cg18318649,LOC645323
cg18318704,SAR1B
cg18319687,MIR1229
cg18319967,C5orf47
cg18321631,ATOX1
cg18325622,MARCH11
cg18327883,HMGCS1
cg18328404,UBE2B
cg18328428,CMBL
cg18328894,CPLX2
cg18331515,ADAMTS2
cg18334392,SNORD123
cg18335607,STC2
cg18336674,TLX3
cg18341960,FABP6
cg18343881,HAPLN1
cg18347426,MARCH3
cg18347650,RFESD
cg18348337,MCC
cg18348500,NDUFAF2
cg18348500,ERCC8
cg18349241,POLR3G
cg18349241,MBLAC2
cg18353550,MOCS2
cg18355410,C5orf4
cg18358754,GEMIN5
cg18359530,LHFPL2
cg18359921,MCCC2
cg18362330,NEUROG1
cg18363761,TRIM41
cg18364837,PCYOX1L
cg18369866,POU4F3
cg18370979,FAM172A
cg18371475,C5orf38
cg18371475,IRX2
cg18371769,PCDHGB4
cg18373318,SNX18
cg18375421,C5orf52
cg18376227,ZFYVE16
cg18388380,RGS7BP
cg18388410,FNIP1
cg18394340,H2AFY
cg18394953,CDH12
cg18396527,SLC6A18
cg18410444,LYSMD3
cg18411194,PJA2
cg18417245,PCDHB11
cg18417562,LRRTM2
cg18418457,TGFBI
cg18420790,C5orf13
cg18422875,KCNN2
cg18423568,PURA
cg18424208,CDX1
cg18426009,C5orf37
cg18428283,LOC134466
cg18428516,ST8SIA4
cg18429742,ZDHHC11
cg18432252,RMND5B
cg18433402,LOC389332
cg18441082,ZNF622
cg18442524,GFRA3
cg18442632,PROP1
cg18443811,TNIP1
cg18443893,LRRC14B
cg18446578,SEMA6A
cg18450832,C5orf42
cg18454454,FER
cg18455283,SLC26A2
cg18455360,LMAN2
cg18456349,PDCD6
cg18456747,GPR150
cg18457613,LHFPL2
cg18459239,PAIP2
cg18459375,TAF9
cg18459375,RAD17
cg18459405,SLC34A1
cg18468394,TLX3
cg18472410,CCDC152
cg18478038,BDP1
cg18478850,FAM193B
cg18482656,OR2Y1
cg18483750,BHMT
cg18485193,MYO10
cg18486030,RASGEF1C
cg18488430,NKD2
cg18489195,PCDHB16
cg18489719,GFM2
cg18491039,AGXT2L2
cg18495118,F12
cg18498987,MEF2C
cg18503643,ADAMTS16
cg18503711,CENPK
cg18503856,RGMB
cg18505367,C5orf41
cg18507379,PCDHGB6
cg18511008,CAPSL
cg18512156,NKX2-5
cg18514949,PPP2CA
cg18516985,SLU7
cg18519308,ADAMTS12
cg18525611,FSTL4
cg18525740,ZNF346
cg18531175,C5orf28
cg18535011,CDH6
cg18536802,APC
cg18546419,UIMC1
cg18547262,PPARGC1B
cg18547611,FAM105A
cg18581037,CCDC99
cg18581762,SLC36A1
cg18584747,OXCT1
cg18587018,MED7
cg18592964,CAST
cg18598900,PPIC
cg18599138,PHAX
cg18601509,NDUFS6
cg18602314,GFPT2
cg18603028,SPOCK1
cg18603838,PRLR
cg18607609,IQGAP2
cg18610889,CAMK4
cg18610977,RNASEN
cg18610977,C5orf22
cg18611668,LYSMD3
cg18611813,PART1
cg18611813,PDE4D
cg18616062,SEMA5A
cg18616385,ZBED3
cg18616385,SNORA47
cg18617005,PCDHGB6
cg18623708,FAM13B
cg18629270,SH3PXD2B
cg18632102,CNOT8
cg18637698,SNCAIP
cg18639499,MARCH3
cg18640183,P4HA2
cg18640185,SRA1
cg18643445,GABRB2
cg18644834,UTP15
cg18644834,ANKRA2
cg18645276,TTC33
cg18645492,FYB
cg18646457,HMGCS1
cg18649133,FAM172A
cg18651300,GALNT10
cg18652453,TAF9
cg18652453,RAD17
cg18654971,CDC20B
cg18654971,MIR449C
cg18660976,NUDCD2
cg18660976,HMMR
cg18661205,PCDHB18
cg18663063,MARVELD2
cg18663874,RAD1
cg18663874,BRIX1
cg18664712,CD74
cg18664869,PCDHB15
cg18668511,PCDHB8
cg18669388,SLIT3
cg18670373,ALDH7A1
cg18671773,HDAC3
cg18671773,RELL2
cg18678645,MIR886
cg18678812,ZFP62
cg18679069,ODZ2
cg18682923,KDM3B
cg18684951,SPRY4
cg18688599,MARCH6
cg18689486,TNFAIP8
cg18689958,RXFP3
cg18697636,SLC9A3
cg18700420,IL6ST
cg18700664,BOD1
cg18701481,GM2A
cg18701590,PRR7
cg18704047,PART1
cg18704047,PDE4D
cg18705909,PCDHGA6
cg18705916,MRPL36
cg18705916,NDUFS6
cg18710053,FLJ44606
cg18710278,CDH18
cg18712348,LRRTM2
cg18714204,DDX46
cg18716076,ISL1
cg18718234,FAF2
cg18721397,SUB1
cg18723442,SLC36A2
cg18725076,CTNND2
cg18725867,GDNF
cg18730862,CEP72
cg18733486,RNASEN
cg18733486,C5orf22
cg18735519,CCNO
cg18735615,RMND5B
cg18736183,CTXN3
cg18740769,RASA1
cg18740872,FYB
cg18741679,FLJ11235
cg18741679,EPB41L4A
cg18741962,C5orf44
cg18741962,TRIM23
cg18748085,CDH12
cg18752880,C1QTNF3
cg18757087,CPEB4
cg18758796,PDLIM4
cg18760876,C5orf58
cg18771857,SNHG4
cg18771857,MATR3
cg18775587,LARP1
cg18779601,ARL10
cg18781988,PCDHGA3
cg18782991,PCDHB3
cg18784506,ARL15
cg18786969,CEP72
cg18788891,MCCC2
cg18792381,GFPT2
cg18796287,LOC389333
cg18797653,MIR886
cg18798744,DNAJC18
cg18802567,FBXW11
cg18804667,PDE4D
cg18807895,WDR36
cg18808506,FGF1
cg18814344,CXXC5
cg18816996,COL23A1
cg18818210,C5orf46
cg18824775,RAB24
cg18828365,ARSB
cg18829263,CHSY3
cg18831045,CDC25C
cg18831371,GPRIN1
cg18835048,CCT5
cg18835078,PCDHGA1
cg18839637,PCDHGA3
cg18839750,PCDHGA3
cg18840461,ANKRD43
cg18840956,PCSK1
cg18846301,SNORD63
cg18847612,SLC30A5
cg18848688,LIFR
cg18849169,GPX3
cg18849621,NR3C1
cg18849725,PCDH12
cg18854717,HMGCS1
cg18855621,EGFLAM
cg18856198,SPEF2
cg18857021,ARL15
cg18858331,PCDHGC3
cg18861877,COX7C
cg18864739,CDH6
cg18865127,TCF7
cg18865832,PCDHB9
cg18867970,ZFP62
cg18869485,PCDHGC3
cg18874902,CSNK1G3
cg18877252,SV2C
cg18878616,PCDHGA2
cg18880544,HMGCR
cg18880897,ERAP2
cg18882448,PPWD1
cg18882448,CENPK
cg18887680,PAPD4
cg18888657,HMGXB3
cg18888657,TIGD6
cg18890548,MED7
cg18890864,IRF1
cg18891762,PCDHGA5
cg18891924,SV2C
cg18892446,ENC1
cg18894648,LOC645323
cg18896072,LOC153328
cg18902090,PCDHAC1
cg18903719,VDAC1
cg18906028,PCDHA10
cg18908681,ATG12
cg18908681,AP3S1
cg18909295,CPLX2
cg18909711,FAM159B
cg18909879,C5orf43
cg18915143,PDE6A
cg18920488,LNPEP
cg18926108,PCDHGA8
cg18927565,STARD4
cg18930161,SPATA24
cg18932278,FAM196B
cg18947000,SQSTM1
cg18947000,MGAT4B
cg18957078,TIFAB
cg18986273,FAM53C
cg18986329,GIN1
cg18991549,PCDHAC2
cg18995088,CXCL14
cg18998365,NR3C1
cg19001703,UTP15
cg19001703,ANKRA2
cg19001887,GHR
cg19005233,PCDHB15
cg19007030,NHP2
cg19007249,TICAM2
cg19008097,CD14
cg19014419,ZNF300
